Entity,Definition,Images
Mechanical energy,"In  physical sciences, mechanical energy is the sum of potential energy and kinetic energy.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Orbital_motion.gif', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Pendulum_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Physicsworks.ogv']"
Reversible change,Not found on Wikipedia,['Image not found']
Xenon,Xenon is a chemical element with the symbol Xe and atomic number 54.,"['https://upload.wikimedia.org/wikipedia/commons/e/eb/An_acrylic_cube_specially_prepared_for_element_collectors_containing_an_ampoule_filled_with_liquefied_xenon.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Cubic-face-centered.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg']"
Bacterial disease,Not found on Wikipedia,['Image not found']
Limestone,Limestone (calcium carbonate CaCO3) is a type of carbonate sedimentary rock which is the main source of the material lime.,"['https://upload.wikimedia.org/wikipedia/commons/1/19/Bermuda_Number_178_limestone_used_as_building_material_for_walls.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/BrassfieldEncrinite042112.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Calcined_fossils.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/CarmelOoids.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Cenote_in_valladolid_mexico_%2821362599476%29.jpg']"
House,A house is a single-unit residential building.,"['https://upload.wikimedia.org/wikipedia/commons/4/49/103_Hanover.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/14_Strada_Vasile_Conta%2C_Bucharest_%2802%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/16%2C_Calea_Doroban%C8%9Bilor%2C_Bucharest_%28Romania%29_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/248_Ashley_Ave_-_2017.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/8A%2C_Bulevardul_Aviatorilor_%2C_Bucharest_%28Romania%29.jpg']"
Causes of disaster,Not found on Wikipedia,['Image not found']
Painting,"Painting is the practice of applying paint, pigment, color or other medium to a solid surface (called the ""matrix"" or ""support"").","['https://upload.wikimedia.org/wikipedia/commons/d/d2/600-artist-palette.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Abraham_Lincoln_in_the_United_States_Congress_by.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Andreas_Achenbach_-_Clearing_Up%E2%80%94Coast_of_Sicily_-_Walters_37116.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Bodeg%C3%B3n_de_recipientes_%28Zurbar%C3%A1n%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Chen_Hongshou%2C_leaf_album_painting.jpg']"
Human body,The human body is the structure of a human being.,"['https://upload.wikimedia.org/wikipedia/commons/3/31/201_Elements_of_the_Human_Body.02.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/2120_Major_Systemic_Artery.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Anatomical_Male_Figure_Showing_Heart%2C_Lungs%2C_and_Main_Arteries.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Body_cavities.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Mitochondrion,"A mitochondrion (; PL mitochondria) is an organelle found in the cells of most eukaryotes, such as animals, plants and fungi.","['https://upload.wikimedia.org/wikipedia/commons/1/11/Animal_Cell.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Chondrocyte-_calcium_stain.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/ERMES.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Electron_transport_chain.svg']"
Metre per hour,Metre per hour (American spelling: meter per hour) is a metric unit of both speed (scalar) and velocity (Vector (geometry)).,['https://upload.wikimedia.org/wikipedia/commons/a/a6/Nuvola_apps_kruler.svg']
Gland,"In animals, a gland is a group of cells in an animal's body that synthesizes substances (such as hormones) for release into the bloodstream (endocrine gland) or into cavities inside the body or its outer surface (exocrine gland).","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Endocrine_vs._Exocrine.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Gray1026.png', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Histopathology_of_sclerosing_adenosis_of_the_breast.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Lava,Lava is molten or partially molten rock (magma) that has been expelled from the interior of a terrestrial planet (such as Earth) or a moon onto its surface.,"['https://upload.wikimedia.org/wikipedia/commons/f/f1/Aa_large.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Arenallong.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Block_lava_in_Lassen_Volcanic_National_Park.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Dikes-large.jpg']"
Water-borne diseases,Not found on Wikipedia,['Image not found']
Wick,Wick  most often refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Tooth decay,"Tooth decay, also known as cavities or caries, is the breakdown of teeth due to acids produced by bacteria.","['https://upload.wikimedia.org/wikipedia/commons/3/37/Amalgam.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Blausen_0864_ToothDecay.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Cavity_numbers_increase_exponentially_with_sugar_consumption.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Dental_Caries_Cavity_2.JPG']"
Blood,"Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/1GZX_Haemoglobin.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Blausen_0425_Formed_Elements.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Bleeding_finger.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Bloodbags.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Blut-EDTA.jpg']"
Ice,"Ice is water frozen into a solid state, typically forming at or below temperatures of 32 °F, 0 °C, or 273 K. Depending on the presence of impurities such as particles of soil or bubbles of air, it can appear transparent or a more or less opaque bluish-white color.","['https://upload.wikimedia.org/wikipedia/commons/4/40/2015-10-18_07_36_28_Frost_on_a_car_windshield_on_Tranquility_Court_in_the_Franklin_Farm_section_of_Oak_Hill%2C_Virginia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/3D_representation_of_several_phases_of_water.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Castello_di_neve_in_lapponia_02_%282108559776%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Drinking_water.jpg']"
Hydroxy group,"In chemistry, a hydroxy or hydroxyl group is a functional group with the chemical formula −OH and composed of one oxygen atom covalently bonded to one hydrogen atom.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Hydroxyl3D.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Sulfuric-acid-2D-dimensions.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Natural number,"In mathematics, the natural numbers are the numbers 1, 2, 3, etc., possibly including 0 as well.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Nuvola_apps_edu_mathematics_blue-p.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Os_d%27Ishango_IRSNB.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Symbol_list_class.svg']"
Cosmic dust,"Cosmic dust – also called extraterrestrial dust, space dust, or star dust – is dust that occurs in outer space or has fallen onto Earth.","['https://upload.wikimedia.org/wikipedia/commons/8/8b/A_glowing_jet_from_a_young_star.tif', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Andromeda_galaxy_Ssc2005-20a1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Artist%E2%80%99s_impression_of_dust_formation_around_a_supernova_explosion.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Aurora-SpaceShuttle-EO.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png']"
Saliva,Saliva (commonly referred to as spit) is an extracellular fluid produced and secreted by salivary glands in the mouth.,"['https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/OakDoNotSpitOnFloor.jpg']"
Defecation,"Defecation (or defaecation) follows digestion, and is a necessary process by which organisms eliminate a solid, semisolid, or liquid waste material known as feces from the digestive tract via the anus.","['https://upload.wikimedia.org/wikipedia/commons/7/75/Anorectum.gif', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Caganer_back.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Cattle_Defecating.webm', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Hurkende_man_Capricci_di_varie_Figure_di_Jacopo_Callot_%28serietitel%29_Diverse_figuren_en_voorstellingen_%28serietitel%29%2C_RP-P-OB-21.068.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Cockroach,"Cockroaches (or roaches) are a paraphyletic group of insects belonging to Blattodea, containing all members of the group except termites.","['https://upload.wikimedia.org/wikipedia/commons/e/eb/%22Periplaneta_americana%22_connected_to_the_electrophysiology_equipment.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Baltic_amber_inclusions_-_Cockroach_%28Pterygota%2C_Neoptera%2C_Dictyoptera%2C_Blattodea%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Cockroach%2C_post-ecdysis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Cockroach_egglaying_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Cockroach_head.jpg']"
Stale food,Not found on Wikipedia,['Image not found']
Sugar,"Sugar is the generic name for sweet-tasting, soluble carbohydrates, many of which are used in food.","['https://upload.wikimedia.org/wikipedia/commons/1/16/Achard_Franz_Karl.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Andreas_Sigismund_Marggaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Brown_sugar_examples.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Canaviais_Sao_Paulo_01_2008_06.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Mitochondrion matrix,Not found on Wikipedia,['Image not found']
Rain,Rain is water droplets that have condensed from atmospheric water vapor and then fall under gravity.,"['https://upload.wikimedia.org/wikipedia/commons/5/5a/1988_US_Rain.ogv', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/1993_US_Rain.ogv', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/250mm_Rain_Gauge.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Atlanta_thermal.jpg']"
Elevator,An elevator or lift is a machine that vertically transports people or freight between levels.,"['https://upload.wikimedia.org/wikipedia/commons/1/16/Aircraft_elevator_USS_Kitty_Hawk.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Apartment_block_elevator_in_T%C3%B8nsberg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/BMF_Paternoster.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Mineral,"In geology and mineralogy, a mineral or mineral species is, broadly speaking, a solid substance with a fairly well-defined chemical composition and a specific crystal structure that occurs naturally in pure form.The geological definition of mineral normally excludes compounds that occur only in living organisms.","['https://upload.wikimedia.org/wikipedia/commons/5/54/Aegirine-233494.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Am%C3%A9thystre_sceptre2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Andradite-172390.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Asbestos_with_muscovite.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Biotite-Orthoclase-229808.jpg']"
Chemical element,A chemical element is a chemical substance that cannot be broken down into other substances.,"['https://upload.wikimedia.org/wikipedia/commons/f/fe/Asterisks_2_%28vertical%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Asterisks_one.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/DIMendeleevCab.jpg', 'Image not found']"
Species,"In biology, a species is often defined as the largest group of organisms in which any two individuals of the appropriate sexes or mating types can produce fertile offspring, typically by sexual reproduction.","['https://upload.wikimedia.org/wikipedia/commons/a/a5/Biological_classification_L_Pengo_vflip.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Carl_von_Linn%C3%A9.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Chronospecies.svg']"
Inert gas,An inert gas is a gas that does not readily undergo chemical reactions with other chemical substances and therefore does not readily form chemical compounds.,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Small,Small may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
God the Father,God the Father is a title given to God in Christianity.,"['https://upload.wikimedia.org/wikipedia/commons/a/ad/%22Vision_of_Ezekiel%27.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Ambox_question.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Christian_cross.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Cima_da_Conegliano%2C_God_the_Father.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Atomic number,The atomic number or nuclear charge number (symbol Z) of a chemical element is the charge number of an atomic nucleus.,"['https://upload.wikimedia.org/wikipedia/commons/f/f4/Atomic_number_depiction.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Bohr_atom_model.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/DIMendeleevCab.jpg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Niels_Bohr.jpg']"
Student,"A student is a person enrolled in a school or other educational institution.In the United Kingdom and most commonwealth countries, a ""student"" attends a secondary school or higher (e.g., college or university); those in primary or elementary schools are ""pupils"".","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Bookstore_at_Tulane_University%2C_Uptown_New_Orleans%2C_August_2009.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Europa-Institut_graduation.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/High_school_students%2C_SAS_Pudong.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Indian_schoolgirls_2.jpg']"
Ocean,The ocean (also the sea or the world ocean) is the body of salt water that covers approximately 70.8% of the Earth and contains 97% of Earth's water.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Antarctic_bottom_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Bay_of_Fundy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Beach_plastic_waste_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Beach_plastic_waste_9.jpg']"
