entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Tethis sea,Ocean,Creation of oceans,Event,Occurred during Pangaea,"Creation of oceans and  expansion of seafloor During the supercontinent Pangaea, there was only one ocean in the whole world which was called Tethis sea."
Seafloor,Geological feature,Expansion,Process,Occurred during creation of oceans,"Creation of oceans and  expansion of seafloor During the supercontinent Pangaea, there was only one ocean in the whole world which was called Tethis sea."
Ocean,Body of water,Not applicable,Not applicable,Not applicable,It took billions of years to create this ocean.
Earth,Planet,Nebula,Interstellar cloud,Formed from,"Originally, after the earth was formed from the nebula, it experienced many meteor showers for millions of years; the water contained there was the source of the ocean."
Meteor showers,Astronomical event,Earth,Planet,Occurred for,"Originally, after the earth was formed from the nebula, it experienced many meteor showers for millions of years; the water contained there was the source of the ocean."
Water,Chemical compound,Ocean,Body of water,Source of,"Originally, after the earth was formed from the nebula, it experienced many meteor showers for millions of years; the water contained there was the source of the ocean."
Water,Gaseous,Earth's crust,Geological formation,Came out of,"In addition, the gaseous water that came out of the earth's crust after the formation of the earth is also the source of the water of the earth's oceans."
Water,Source,Earth's oceans,Body of water,of,"In addition, the gaseous water that came out of the earth's crust after the formation of the earth is also the source of the water of the earth's oceans."
Tectonic plates,Geological feature,Movement,Physical process,Has,We have seen earlier that the movement of tectonic plates can be of three types.
Three types,Classification,Movement,Physical process,Of,We have seen earlier that the movement of tectonic plates can be of three types.
One plate,Tectonic plate,Another plate,Tectonic plate,Moving away from,"When one plate moves away from the other, new oceanic plates may form in the gap."
New oceanic plates,Tectonic plate,Gap,Physical location,Form in,"When one plate moves away from the other, new oceanic plates may form in the gap."
Seafloor,Physical object,Expands,Biological process,Result of,"As a result, the seafloor expands."
South America,Continent,Africa,Continent,Moved far from each other,"Because of this, the present-day South America and Africa continents moved far from each other and the Atlantic Ocean was formed between the two continents."
Atlantic Ocean,Body of water,South America,Continent,Formed between,"Because of this, the present-day South America and Africa continents moved far from each other and the Atlantic Ocean was formed between the two continents."
Atlantic Ocean,Body of water,Africa,Continent,Formed between,"Because of this, the present-day South America and Africa continents moved far from each other and the Atlantic Ocean was formed between the two continents."
Earth,Planet,Radius,Physical quantity,Has a value of,Earth's radius is 6000 km.
Earth's mantle,Layer,Earth,Planet,Part of,"Among them, Earth's mantle is half (3000 km) as thick as Earth's radius."
Earth's radius,Measurement,Earth,Planet,Measurement of,"Among them, Earth's mantle is half (3000 km) as thick as Earth's radius."
Thickness,Measurement,Earth's mantle,Layer,Described as,"Among them, Earth's mantle is half (3000 km) as thick as Earth's radius."
Half,Comparison,Earth's mantle,Layer,Compared to,"Among them, Earth's mantle is half (3000 km) as thick as Earth's radius."
Ground,Surface,Earthquake,Natural disaster,Phenomenon of,The phenomenon of such a tremor on the ground or land is known as Earthquake.
Land,Surface,Earthquake,Natural disaster,Phenomenon of,The phenomenon of such a tremor on the ground or land is known as Earthquake.
Ground,Physical object,Tremoring,Event,Is happening to,"Since the ground is tremoring, it is natural to think that there is something underground or something is happening that is shaking the large area, including the trees and houses above."
Something,Physical object,Underground,Location,Is located in,"Since the ground is tremoring, it is natural to think that there is something underground or something is happening that is shaking the large area, including the trees and houses above."
Something,Physical object,Large area,Physical object,Is shaking,"Since the ground is tremoring, it is natural to think that there is something underground or something is happening that is shaking the large area, including the trees and houses above."
Trees,Physical object,Ground,Physical object,Located above,"Since the ground is tremoring, it is natural to think that there is something underground or something is happening that is shaking the large area, including the trees and houses above."
Houses,Physical object,Ground,Physical object,Located above,"Since the ground is tremoring, it is natural to think that there is something underground or something is happening that is shaking the large area, including the trees and houses above."
Molten rock,Substance,Soil,Material,Comes out from inside,"Again, although not in Bangladesh, there are some areas of the world where molten rock or magma comes out from inside the soil and rocks (when magma comes out of the crust, it is called lava)."
Molten rock,Substance,Rocks,Material,Comes out from inside,"Again, although not in Bangladesh, there are some areas of the world where molten rock or magma comes out from inside the soil and rocks (when magma comes out of the crust, it is called lava)."
Magma,Substance,Crust,Geological feature,Comes out of,"Again, although not in Bangladesh, there are some areas of the world where molten rock or magma comes out from inside the soil and rocks (when magma comes out of the crust, it is called lava)."
Magma,Substance,Lava,Substance,Called,"Again, although not in Bangladesh, there are some areas of the world where molten rock or magma comes out from inside the soil and rocks (when magma comes out of the crust, it is called lava)."
Earthquakes,Natural disaster,Occur,Event,Main verb,"To know how these events occur, first we need to know why and how earthquakes occur."
Why,Cause,Earthquakes,Natural disaster,Related to,"To know how these events occur, first we need to know why and how earthquakes occur."
How,Method,Earthquakes,Natural disaster,Related to,"To know how these events occur, first we need to know why and how earthquakes occur."
Volcanoes,Geological feature,Ocean floor,Geological feature,Located under,"But in other parts of the world, there are volcanoes several kilometers under the ocean floor, and volcanic eruptions are continuing to happen."
Volcanic eruptions,Geological event,Ocean floor,Geological feature,Occur in,"But in other parts of the world, there are volcanoes several kilometers under the ocean floor, and volcanic eruptions are continuing to happen."
Earthquakes,Natural disaster,Tectonic plates,Geological feature,Closely related to,Geologists have found from research that earthquakes and volcanoes are closely related to tectonic plates.
Volcanoes,Geological feature,Tectonic plates,Geological feature,Closely related to,Geologists have found from research that earthquakes and volcanoes are closely related to tectonic plates.
