entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Pizza,Food,Animal fat,Nutrient,Contains,"Burger, fried chicken, pizza, chips, chrispy foods, cake and biscuit have lots of animal fat."
Chips,Food,Animal fat,Nutrient,Contains,"Burger, fried chicken, pizza, chips, chrispy foods, cake and biscuit have lots of animal fat."
Crispy foods,Food,Animal fat,Nutrient,Contains,"Burger, fried chicken, pizza, chips, chrispy foods, cake and biscuit have lots of animal fat."
Cake,Food,Animal fat,Nutrient,Contains,"Burger, fried chicken, pizza, chips, chrispy foods, cake and biscuit have lots of animal fat."
Biscuit,Food,Animal fat,Nutrient,Contains,"Burger, fried chicken, pizza, chips, chrispy foods, cake and biscuit have lots of animal fat."
Teeth,Body part,Sugar,Food,Affects,Taking much sugar can damage our teeth and skin.
Skin,Body part,Sugar,Food,Affects,Taking much sugar can damage our teeth and skin.
Fast food,Food type,Balanced food,Food type,Cannot be,Fast food can never be a balanced food.
Fresh natural food,Food type,Canned food,Food type,Comparison,fresh natural food is better than canned and paclcct foods.
Fresh natural food,Food type,Packaged food,Food type,Comparison,fresh natural food is better than canned and paclcct foods.
Increase of humidity,Environmental factor,Germs,Microorganism,Promotes multiplication,"For example, the increase of humidity in the environment helps multiply germs and spoil food."
Increase of humidity,Environmental factor,Food,Food item,Promotes spoilage,"For example, the increase of humidity in the environment helps multiply germs and spoil food."
Toxic elements,Chemical substance,Toxin,Chemical substance,Synonym,These toxic elements are called toxin.
Yeast,Fungus,Fruit juice,Food item,Destroys,"Yeast, a kind of fungus, quickly destroys the fruit juice, tomato sauce, jelly, sweet pickle and sarbot."
Yeast,Fungus,Tomato sauce,Food item,Destroys,"Yeast, a kind of fungus, quickly destroys the fruit juice, tomato sauce, jelly, sweet pickle and sarbot."
Yeast,Fungus,Jelly,Food item,Destroys,"Yeast, a kind of fungus, quickly destroys the fruit juice, tomato sauce, jelly, sweet pickle and sarbot."
Yeast,Fungus,Sweet pickle,Food item,Destroys,"Yeast, a kind of fungus, quickly destroys the fruit juice, tomato sauce, jelly, sweet pickle and sarbot."
Yeast,Fungus,Sarbot,Food item,Destroys,"Yeast, a kind of fungus, quickly destroys the fruit juice, tomato sauce, jelly, sweet pickle and sarbot."
Oranges,Fruit,Fungus,Organism,Causes rot,"Oranges, pickles, tomatoes and cheese rot ~ due to this type of fungus."
Pickles,Food,Fungus,Organism,Causes rot,"Oranges, pickles, tomatoes and cheese rot ~ due to this type of fungus."
Tomatoes,Fruit,Fungus,Organism,Causes rot,"Oranges, pickles, tomatoes and cheese rot ~ due to this type of fungus."
Cheese,Dairy product,Fungus,Organism,Causes rot,"Oranges, pickles, tomatoes and cheese rot ~ due to this type of fungus."
Food,Object,Seasonal fruits,Object,Type of food,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Food,Object,Crops,Object,Type of food,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Food,Object,Vegetables,Object,Type of food,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Food,Object,Fish,Object,Type of food,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Seasonal fruits,Object,Food,Object,Type of food,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Crops,Object,Food,Object,Type of food,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Vegetables,Object,Food,Object,Type of food,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Fish,Object,Food,Object,Type of food,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Seasonal fruits,Object,Crops,Object,Related,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Seasonal fruits,Object,Vegetables,Object,Related,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Seasonal fruits,Object,Fish,Object,Related,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Crops,Object,Seasonal fruits,Object,Related,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Crops,Object,Vegetables,Object,Related,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Crops,Object,Fish,Object,Related,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Vegetables,Object,Seasonal fruits,Object,Related,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Vegetables,Object,Crops,Object,Related,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Vegetables,Object,Fish,Object,Related,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Fish,Object,Seasonal fruits,Object,Related,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Fish,Object,Crops,Object,Related,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Fish,Object,Vegetables,Object,Related,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Stored food,Object,Seasonal fruits,Object,Allows consumption in other seasons,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Stored food,Object,Crops,Object,Allows consumption in other seasons,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Stored food,Object,Vegetables,Object,Allows consumption in other seasons,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Stored food,Object,Fish,Object,Allows consumption in other seasons,"~  22 Science By storing food, we can have the taste of some seasonal fruits, crops, vegetables, fish and other foods in other seasons."
Fruit,Product,Particular time or place,Location,Produced at,"If the production of any fruit or crops is very much at a particular time or place, we can consume, shift and export them to other places at different times through preservation."
Crops,Product,Particular time or place,Location,Produced at,"If the production of any fruit or crops is very much at a particular time or place, we can consume, shift and export them to other places at different times through preservation."
Preservation,Process,Fruit,Product,Enables,"If the production of any fruit or crops is very much at a particular time or place, we can consume, shift and export them to other places at different times through preservation."
Preservation,Process,Crops,Product,Enables,"If the production of any fruit or crops is very much at a particular time or place, we can consume, shift and export them to other places at different times through preservation."
Particular time or place,Location,Other places,Location,Can be exported to,"If the production of any fruit or crops is very much at a particular time or place, we can consume, shift and export them to other places at different times through preservation."
Other places,Location,Particular time or place,Location,Can be imported from,"If the production of any fruit or crops is very much at a particular time or place, we can consume, shift and export them to other places at different times through preservation."
1,Number,Foods,Noun,Subject of sentence,1.4.1 Various Processes of Storing Food Actually foods are spoilt by the multiplications of germs and the enzyme secreted by the germs.
Germs,Noun,Multiplications,Noun,Cause of food spoilage,1.4.1 Various Processes of Storing Food Actually foods are spoilt by the multiplications of germs and the enzyme secreted by the germs.
Enzyme,Noun,Germs,Noun,Secreted by,1.4.1 Various Processes of Storing Food Actually foods are spoilt by the multiplications of germs and the enzyme secreted by the germs.
Germs,Noun,Foods,Noun,Cause of food spoilage,1.4.1 Various Processes of Storing Food Actually foods are spoilt by the multiplications of germs and the enzyme secreted by the germs.
Humidity,Environmental factor,Germs,Microorganism,Affects growth of,Humidity and heat help germs grow and increase the activities of the enzyme.
Heat,Environmental factor,Germs,Microorganism,Affects growth of,Humidity and heat help germs grow and increase the activities of the enzyme.
Germs,Microorganism,Enzyme,Protein,Increases activity of,Humidity and heat help germs grow and increase the activities of the enzyme.
Factors,Variable,Foods,Object,Affect,"If the factors which help ruin the foods can be controlled, then foods can be preserved for a long time."
Foods,Object,Time,Variable,Preserved for,"If the factors which help ruin the foods can be controlled, then foods can be preserved for a long time."
At home foods,Food product,Preservatives,Chemical substance,Used for preserving,At home foods are preserved by using preservatives and machineries.
Machineries,Equipment,At home foods,Food product,Used for preserving,At home foods are preserved by using preservatives and machineries.
Fungus,Organism,Dry food,Food type,Cannot attack,Fungus and bacteria can not attack the dry food.
Bacteria,Organism,Dry food,Food type,Cannot attack,Fungus and bacteria can not attack the dry food.
Vegetables,Food item,Refrigeration,Method,Preserved by,"Refrigeration: Mainly vegetables, fruit, cooked food and sweetmeats can be preserved by the refrigeration method for several days."
Fruit,Food item,Refrigeration,Method,Preserved by,"Refrigeration: Mainly vegetables, fruit, cooked food and sweetmeats can be preserved by the refrigeration method for several days."
