Entity,Definition,Images
Sheikh Hasina,"Sheikh Hasina Wazed (née Sheikh Hasina ;  SHEKH ha-si-na; Bengali: শেখ হাসিনা ওয়াজেদ, romanized: Shēkh Hasinā, [ˈʃekʰ ɦɐsina], born 28 September 1947) is a Bangladeshi politician and stateswoman who has served as the Prime Minister of Bangladesh since January 2009.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/De_facto_SA-NES_Flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ej%C3%A9rcito_Zapatista_de_Liberaci%C3%B3n_Nacional%2C_Flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Flag_of_Afghanistan_%282013%E2%80%932021%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Flag_of_Afghanistan_%282013%E2%80%932021%29.svg']"
OBCilla!oiy,Not found on Wikipedia,['Image not found']
Watercourse,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Different form of lever,Not found on Wikipedia,['Image not found']
Art,"Art is a diverse range of human activity, and resulting product, that involves creative or imaginative talent expressive of technical proficiency, beauty, emotional power, or conceptual ideas.There is no generally agreed definition of what constitutes art, and its interpretation has varied greatly throughout history and across cultures.","['https://upload.wikimedia.org/wikipedia/commons/9/95/Aboriginal_hollow_log_tomb.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Art-portrait-collage_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/B_Escorial_93v.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Basel_-_2017_-_Kunstmuseum_Basel_-_Altbau.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/BeuysAchberg78.jpg']"
Stem,Stem or STEM may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Curvilinear curve,Not found on Wikipedia,['Image not found']
Chair,"A chair is a type of seat, typically designed for one person and consisting of one or more legs, a flat or slightly angled seat and a back-rest.","['https://upload.wikimedia.org/wikipedia/commons/1/17/Bar_Stools_%2849907001456%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Cadeira_Palmetal_-_Modelo_I_-_Preta_-_Simples.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Coronation_Chair_-_geograph.org.uk_-_1195395.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Eameslounch.jpg']"
Wall,"A wall is a structure and a surface that defines an area; carries a load; provides security, shelter, or soundproofing; or, is decorative.","['https://upload.wikimedia.org/wikipedia/commons/9/9f/214_King_-_demountable_walls_and_doors_%285277760889%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Algodones_sand-dune-fence.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Beowulf_-_weall.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Building-the-wall-2018.jpg']"
Sensory nervous system,The sensory nervous system is a part of the nervous system responsible for processing sensory  information.,"['https://upload.wikimedia.org/wikipedia/commons/6/6e/1212_Sensory_Neuron_Test_Water.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Earcov.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Eye-diagram_no_circles_border.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Eye_iris.jpg']"
Fea1hers,Not found on Wikipedia,['Image not found']
Making heterogeneous mixture and separating Task,Not found on Wikipedia,['Image not found']
Final position,Not found on Wikipedia,['Image not found']
Note-book,Not found on Wikipedia,['Image not found']
Attention,Attention is the concentration of awareness on some phenomenon to the exclusion of other stimuli.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Noun_Brain_Nithinan_2452319.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Psi2.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Scout_Girl_in_Concentration.jpg']"
Colloid,A colloid is a mixture in which one substance consisting of microscopically dispersed insoluble particles is suspended throughout another substance.,"['https://upload.wikimedia.org/wikipedia/commons/2/2c/Aerogel_hand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Brownian_Motion.gif', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/ColloidalStability.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/ComparisonStericStab-ShearThinningFluids2.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Cream_in_round_container.jpg']"
Drink,A drink or beverage is a liquid intended for human consumption.,"['https://upload.wikimedia.org/wikipedia/commons/4/45/A_small_cup_of_coffee.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Baco%2C_por_Caravaggio.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Champagne_flute_and_bottle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Emblem-relax.svg']"
Proto cell,Not found on Wikipedia,['Image not found']
Retrocession,Not found on Wikipedia,['Image not found']
Load,Load or LOAD may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Visual perception,"Visual perception is the ability to interpret the surrounding environment through photopic vision (daytime vision), color vision, scotopic vision (night vision), and mesopic vision (twilight vision), using light in the visible spectrum reflected by objects in the environment.","['https://upload.wikimedia.org/wikipedia/commons/2/2d/Astronotus_ocellatus_-_closeup_%28aka%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Eye_Line_of_sight.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Nuvola_apps_kpdf2.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Tube-well,Not found on Wikipedia,['Image not found']
Liter,Not found on Wikipedia,['Image not found']
Climate change,"In common usage, climate change describes global warming—the ongoing increase in global average temperature—and its effects on Earth's climate system.","['https://upload.wikimedia.org/wikipedia/commons/3/39/19120814_Coal_Consumption_Affecting_Climate_-_Rodney_and_Otamatea_Times.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/20080708_Chicago_City_Hall_Green_Roof_Edit1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/20200327_Climate_change_deniers_cherry_picking_time_periods.gif', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/20210331_Global_tree_cover_loss_-_World_Resources_Institute.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/20211109_Frequency_of_extreme_weather_for_different_degrees_of_global_warming_-_bar_chart_IPCC_AR6_WG1_SPM.svg']"
Landscape,"A landscape is the visible features of an area of land, its landforms, and how they integrate with natural or man-made features, often considered in terms of their aesthetic appeal.","['https://upload.wikimedia.org/wikipedia/commons/7/74/040719_172_dorset_marnhull2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Adams_The_Tetons_and_the_Snake_River.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Agasthiyamalai_range_and_Tirunelveli_rainshadow.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Albert_Bierstadt_-_Matterhorn.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Carl_Brandt_-_Norrl%C3%A4ndskt_vinterlandskap_med_%C3%85reskutan_i_fonden.jpg']"
 Matters in the world,Not found on Wikipedia,['Image not found']
Reading table,Not found on Wikipedia,['Image not found']
Buddharupa,Not found on Wikipedia,['Image not found']
Islam,"Islam (; Arabic: ۘالِإسلَام, al-ʾIslām [ɪsˈlaːm] (listen), transl. ""Submission [to God]"") is an Abrahamic monotheistic religion centered around the Quran and the teachings of Muhammad.","['https://upload.wikimedia.org/wikipedia/commons/2/28/112.AlIkhlas-MisharyRashedAlafasy.ogg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/13._Session_of_the_Islamic_Summit_Conference.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/1_great_mosque_xian_2011.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/A_packed_house_-_Flickr_-_Al_Jazeera_English.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Allah-green.svg']"
Plane mirror,A plane mirror is a mirror with a flat (planar) reflective surface.,"['https://upload.wikimedia.org/wikipedia/commons/5/52/Mirror.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Plane_mirror.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/TwoPlaneMirrors.svg']"
IIIII1,Not found on Wikipedia,['Image not found']
Earth science,Earth science or geoscience includes all fields of natural science related to the planet Earth.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/DirkvdM_rocks.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Earth_Day_Flag.png']"
F e1tin,Not found on Wikipedia,['Image not found']
Lesson 12,Not found on Wikipedia,['Image not found']
Heterogeneous solution,Not found on Wikipedia,['Image not found']
Momentum,"In Newtonian mechanics, momentum (more specifically linear momentum or translational momentum) is the product of the mass and velocity of an object.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Billard.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Elastischer_sto%C3%9F.gif', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Elastischer_sto%C3%9F3.gif']"
Dilution,Dilution may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Auditory receptor,Not found on Wikipedia,['Image not found']
Coordination,Coordination may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Pinna,Pinna may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Fish as food,Many species of fish are caught by humans and consumed as food in virtually all regions around the world.,"['https://upload.wikimedia.org/wikipedia/commons/3/3d/Antennarius_striatus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Bali_Hai_seared_ahi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Boyal_Macher_Jhol.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg']"
Movement,Movement may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Empress Elizabeth,Not found on Wikipedia,['Image not found']
Fill in the blanks,Not found on Wikipedia,['Image not found']
Trailer stem,Not found on Wikipedia,['Image not found']
Cut the animals out,Not found on Wikipedia,['Image not found']
Speed of light,"The speed of light in vacuum, commonly denoted c, is a universal physical constant that is exactly equal to 299,792,458 metres per second (approximately 300,000 kilometres per second; 186,000 miles per second; 671 million miles per hour).","['https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Earth_to_Sun_-_en.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Einstein_en_Lorentz.jpg']"
Back seat,Not found on Wikipedia,['Image not found']
Body size,Not found on Wikipedia,['Image not found']
Mirror of a dressing table,Not found on Wikipedia,['Image not found']
Poster,A poster is a large sheet that is placed either on a public space to promote something or on a wall as decoration.,"['https://upload.wikimedia.org/wikipedia/commons/e/ec/%22Me_travel%22_-_NARA_-_514996.tif', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Arctic_Thunder_Air_Show_2004_poster_%C2%B7_DF-SD-08-01275.JPEG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Farag%C3%B3%2C_G%C3%A9za_-_Poster_for_Tungsram_Light_Bulbs_%28ca_1910%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Farag%C3%B3%2C_G%C3%A9za_-_Poster_for_the_Holzer_Fashion_Store_%281902%29.jpg']"
Chemical substance,A chemical substance is a form of matter having constant chemical composition and characteristic properties.,"['https://upload.wikimedia.org/wikipedia/commons/d/d5/Chemical_compounds.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ethanol-2D-skeletal.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Kochendes_wasser02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Nile_red_01.jpg']"
Clay,"Clay is a type of fine-grained natural soil  material containing clay minerals (hydrous aluminium phyllosilicates, e.g.","['https://upload.wikimedia.org/wikipedia/commons/2/2b/Bain_d%27argile_%C3%A0_Gogotinkpon_au_B%C3%A9nin_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/CC_BY_icon-80x15.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Clay-ss-2005.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Clay_In_A_Construction_Site.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Clay_magnified.jpg']"
Growthregion,Not found on Wikipedia,['Image not found']
NINE PHENOMENON OF LIGHT,Not found on Wikipedia,['Image not found']
Ball,"A ball is a round object (usually spherical, but can sometimes be ovoid) with several uses.","['https://upload.wikimedia.org/wikipedia/commons/4/43/A_cherry_utility_ball_in_a_field_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Assortment_of_40_mm_table_tennis_balls.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Ball%2C_%E0%B4%AA%E0%B4%A8%E0%B5%8D%E0%B4%A4%E0%B5%8D.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Ball_and_pin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Bandy_ball_%28Orange%29.JPG']"
Salt in water,Not found on Wikipedia,['Image not found']
Transparent skin,Not found on Wikipedia,['Image not found']
New York City,"New York, often called New York City or NYC, is the most populous city in the United States.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/10_mile_panorama_of_NYC%2C_Feb.%2C_2018.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/1650_Grand_Concourse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/1_times_square_night_2013.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/3-D_-_Folsom_Street_Fair.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/49.Before.DykeMarch.NYC.29June2019_%2848209469046%29.jpg']"
Lower plant,Not found on Wikipedia,['Image not found']
Ti,Not found on Wikipedia,['Image not found']
Unification,Unification or unification theory may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Brightness,Brightness is an attribute of visual perception in which a source appears to be radiating or reflecting light.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/LightningVolt_Deep_Blue_Sea.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
