Entity,Definition,Images
Environmental protection,"Environmental protection is the practice of protecting the natural environment by individuals, groups and governments.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Axolote.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/CLEAN_OCEAN_PROJECT_%283081307726%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Rationalised 2023-24  ELECTRIC CURRENT AND ITS EFFECTS 113 position,Not found on Wikipedia,['Image not found']
Circular motion,"In physics, circular motion is a movement of an object along the circumference of a circle or rotation along a circular path.","['https://upload.wikimedia.org/wikipedia/commons/f/ff/Breaking_String.PNG', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Circular_motion_vectors.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Crystal_Clear_app_kedit.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Freebody_circular.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Freebody_object.svg']"
Cell membrane,"The cell membrane (also known as the plasma membrane (PM) or cytoplasmic membrane, and historically referred to as the plasmalemma) is a biological membrane that separates and protects the interior of all cells from the outside environment (the extracellular space).","['https://upload.wikimedia.org/wikipedia/commons/3/38/Alpha_Intercalated_Cell_Cartoon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Blausen_0213_CellularDiffusion.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Cell_membrane_detailed_diagram_4.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Cell_membrane_detailed_diagram_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Cell_membrane_drawing-en.svg']"
Excretory product,Not found on Wikipedia,['Image not found']
Bodysseus,Not found on Wikipedia,['Image not found']
Ashish K.koireng,Not found on Wikipedia,['Image not found']
Classmate,Not found on Wikipedia,['Image not found']
Fig. 2,Not found on Wikipedia,['Image not found']
Castor,Castor most commonly refers to:,"['https://upload.wikimedia.org/wikipedia/commons/2/29/Beaver_%28PSF%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Burn,"A burn is an injury to skin, or other tissues, caused by heat, cold, electricity, chemicals, friction, or ultraviolet radiation (like sunburn).","['https://upload.wikimedia.org/wikipedia/commons/7/78/8-day-old-3rd-degree-burn.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Burn_Degree_Diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Burn_en.ogg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Fires_world_map_-_DALY_-_WHO2004.svg']"
Soil particle,Not found on Wikipedia,['Image not found']
Bandage,"A bandage is a piece of material used either to support a medical device such as a dressing or splint, or on its own to provide support to or to restrict the movement of a part of the body.","['https://upload.wikimedia.org/wikipedia/commons/b/ba/Akhilleus_Patroklos_Antikensammlung_Berlin_F2278.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Bandagedknuckles.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Greek_kneewrapping.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Headbandage-woman.jpg']"
Metre/mph,Not found on Wikipedia,['Image not found']
Conduction,Not found on Wikipedia,['Image not found']
Hemoglobin,"Hemoglobin (haemoglobin in British English), abbreviated Hb or Hgb, is the iron-containing oxygen-transport protein present in red blood cells (erythrocytes) of almost all vertebrates (the exception being the fish family Channichthyidae) as well as the tissues of some invertebrate animals.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/1GZX_Haemoglobin.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Heart_of_Steel_%28Hemoglobin%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Heme_b.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/HemoglobinABDAlignment.png']"
President of India,The president of India (IAST: Bhārat kē Rāṣṭrapati) is the head of state of the Republic of India.,"['https://upload.wikimedia.org/wikipedia/commons/8/8e/Air_Force_Ensign_of_India.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Air_India_One_737.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Air_India_One_Chennai.png', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Emblem_of_India.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_India.svg']"
XOX,"XOX Malaysia launched in 2005, XOX Berhad (previously known as XOX MOBILE) is a Malaysian technology corporation.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/XOX-MOBILE-logo-%28screen%29.png']"
Bottle cap,A bottle cap or bottle top is a closure for the top opening of a bottle.,"['https://upload.wikimedia.org/wikipedia/commons/c/cb/BierflaschenVerschliessB%C3%BCgel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Bottle_cap_special.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/B%C3%BCgelVerschlussKlappdeckel_Seltersflasche.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/EPBC-WBC2.jpg']"
Rust resistance,Not found on Wikipedia,['Image not found']
Age,Age or AGE may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Budding,Budding or blastogenesis is a type of asexual reproduction in which a new organism develops from an outgrowth or bud due to cell division at one particular site.,"['https://upload.wikimedia.org/wikipedia/commons/2/2f/Hydra_Budding.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Hydra_oligactis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/S_cerevisiae_under_DIC_microscopy.jpg']"
Digital thermometer,Not found on Wikipedia,['Image not found']
Stainless steel,Stainless steel is an alloy of iron that is resistant to rusting and corrosion.,"['https://upload.wikimedia.org/wikipedia/commons/7/7f/316L_Stainless_Steel_Unpolished.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Corrosion_of_alloys_in_NaCl.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Crevice_corrosion_of_316_SS_tube_and_tube_sheet_in_a_desalination_plant.png', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Harry_Brearley.jpg']"
Artery,"An artery (plural arteries) (from Greek  ἀρτηρία (artēríā) 'windpipe, artery') is a blood vessel in humans and most animals that takes blood away from the heart to one or more parts of the body (tissues, lungs, brain etc.).","['https://upload.wikimedia.org/wikipedia/commons/1/10/Arterial_System_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Artery.png', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Artery.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Atherosclerosis_diagram.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Blausen_0055_ArteryWallStructure.png']"
Lausanne,"Lausanne ( loh-ZAN, US also  loh-ZAHN, French: [lɔzan] (listen)) is the capital and largest city of the Swiss French speaking canton of Vaud.","['https://upload.wikimedia.org/wikipedia/commons/1/12/Albert-chavannes-portrait-tn1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Autumn_and_the_City.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Beau_Rivage_Hotel%2C_Lausanne.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Bertrand_Piccard_2015.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Bundesarchiv_Bild_102-13738%2C_Auguste_Piccard.jpg']"
Sand removal,Not found on Wikipedia,['Image not found']
Bottle C,Not found on Wikipedia,['Image not found']
End,"End, END, Ending, or variation, may refer to: The final dimension or world in the popular game; “Minecraft” in which you are able to acquire late-game items such as “elytra”, “shulker boxes”, and even powerful armors, inside of End Cities.","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Domestic mouse 11 7,Not found on Wikipedia,['Image not found']
Surface water,"Surface water is water located on top of land, forming terrestrial (surrounding by land on all sides) waterbodies, and may also be referred to as blue water, opposed to the seawater and waterbodies like the ocean.","['https://upload.wikimedia.org/wikipedia/commons/0/07/AlapahaRiver2002.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/DNRC_Stream_Gage_below_Nevada_Reservoir_on_Nevada_Creek.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Drinking_water.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Lake_Kinney_mit_Mount_Whitehorn.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
DNA,Deoxyribonucleic acid ( (listen); DNA) is a polymer composed of two polynucleotide chains that coil around each other to form a double helix.,"['https://upload.wikimedia.org/wikipedia/commons/3/3a/5-Methylcytosine.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Base_pair_AT.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Base_pair_GC.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Benzopyrene_DNA_adduct_1JDG.png', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Branch-DNA-multiple.svg']"
Goods,"In economics, goods are items that satisfy human wants ","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Mediq_Sverige_Kungsbacka_warehouse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Types_of_goods.svg']"
Acetic acid,"Acetic acid , systematically named ethanoic acid , is an acidic, colourless liquid and organic compound with the chemical formula CH3COOH (also written as CH3CO2H, C2H4O2, or HC2H3O2).","['https://upload.wikimedia.org/wikipedia/commons/0/08/Acetic-acid-2D-skeletal.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Acetic-acid-CRC-GED-3D-balls-B.png', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Acetic-acid-CRC-GED-3D-vdW-B.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/AceticAcid010.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/AceticAcid012.jpg']"
Thermal,"A thermal column (or thermal) is a rising mass of buoyant air, a convective current in the atmosphere, that transfers heat energy vertically.","['https://upload.wikimedia.org/wikipedia/commons/1/1b/Bubble_or_vortex_ring_thermal_model.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Column_or_plume_thermal_model.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Thermal_column.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Thermal_cross_section_with_stronger_lift_in_darker_shades_of_green_while_red_is_sink.jpg']"
Education,"Education is a purposeful activity directed at achieving certain aims, such as transmitting knowledge or fostering skills and character traits.","['https://upload.wikimedia.org/wikipedia/commons/c/c2/2013._%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D0%BA_336.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Calhan_High_School_Senior_Classroom_by_David_Shankbone.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Children_computing_by_David_Shankbone.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Pendulum thread,Not found on Wikipedia,['Image not found']
Animal,"Animals are multicellular, eukaryotic organisms in the biological kingdom Animalia.","['https://upload.wikimedia.org/wikipedia/commons/6/64/20090730_020239_Rotifer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/20191203_Anomalocaris_canadensis.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/A_colourful_Sponge_on_the_Fathom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Alexander_Coosemans_-_Still_Life_with_Lobster_and_Oysters.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Amphiporus_angulatus.png']"
Aerobes,Not found on Wikipedia,['Image not found']
Blood clot,Not found on Wikipedia,['Image not found']
Vitamin B12,"Vitamin B12, also known as cobalamin, is a water-soluble vitamin involved in metabolism.","['https://upload.wikimedia.org/wikipedia/commons/5/59/Alexander_Todd_Nobel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/B12_methylcobalamin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Cobalamin-general-structure-color.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Cobalamin_skeletal.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Cyanocobalamin-from-xtal-3D-st-noH.png']"
Self-portrait,A self-portrait is a portrait of an artist made by that artist.,"['https://upload.wikimedia.org/wikipedia/commons/e/e6/%28Albi%29_Auto-portrait_devant_un_miroir_-_1882_Toulouse-Lautrec_-_MLT.20.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/92_10_161x157cm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Adam_Kraft.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Aivazovsky_-_Self-portrait_1874.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Albrecht-self.jpg']"
WASTEWATER STORY 159,Not found on Wikipedia,['Image not found']
Therapy,"A therapy or medical treatment (often abbreviated tx, Tx, or Tx) is the attempted remediation of a health problem, usually following a medical diagnosis.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Pexels-alex-green-5699466.jpg']"
Matka,Matka may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Riddle,"A riddle is a statement, question or phrase having a double or veiled meaning, put forth as a puzzle to be solved.","['https://upload.wikimedia.org/wikipedia/commons/b/b1/Attic_red-figure_pelike%2C_Oedipus_solves_the_riddle_of_the_Sphinx_and_frees_Thebes%2C_by_the_Achilleus_painter%2C_450-440_BC%2C_Altes_Museum_Berlin_%2813718779634%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Exeter_Book.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Faroe_stamp_389_the_tree_of_the_year.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Jigsaw.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Light color,Not found on Wikipedia,['Image not found']
Murder,"Murder is the unlawful killing of another human without justification or valid excuse, especially the unlawful killing of another human with malice aforethought.","['https://upload.wikimedia.org/wikipedia/commons/1/17/Balance%2C_by_David.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Bodom-1960-teltta.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/CCTV_1_of_Aaron_Alexis_in_building_197.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Weapon,"A weapon, arm or armament is any implement or device that can be used to deter, threaten, inflict physical damage, harm, or kill.","['https://upload.wikimedia.org/wikipedia/commons/f/f7/Ballista-quadrirotis.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Dangerous_weapons_seized_from_holiday_flights_at_Manchester_Airport.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/N%C3%A9olithique_0001.jpg']"
