Entity,Definition,Images
John Tyndall,John Tyndall FRS (; 2 August 1820 – 4 December 1893) was a prominent 19th-century Irish physicist.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Illustrations_in_the_book_Heat_considered_as_a_mode_of_motion_%28fig_4_and_5%29_by_John_Tyndall.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/JohnTyndall%281820-1893%29%2CEngraving%2CSIL14-T003-09a_cropped.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/JohnTyndallSignature.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/John_Tyndall%2C_1872.jpg']"
Brushing,Brushing may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Surfactant,"Surfactants are chemical compounds that decrease the surface tension or interfacial tension between two liquids, a liquid and a gas, or a liquid and a solid.","['https://upload.wikimedia.org/wikipedia/commons/8/8d/1-Oleoyl-2-almitoyl-phosphatidylcholine_Structural_Formulae_V.1.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/A_lipid_micelle.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Helmet_logo_for_Underwater_Diving_portal.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Micelle_scheme-en.svg']"
Metre/mph,Not found on Wikipedia,['Image not found']
Nitride,"In chemistry, a nitride is an inorganic compound of nitrogen.","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Tetrasulfur-tetranitride.png']"
Compound microscope,A compound microscope is a microscope with 2 lenses,['Image not found']
Cattle breed,Not found on Wikipedia,['Image not found']
Indian rupee,The Indian rupee (symbol ₹; code: INR) is the official currency in the Republic of India.,"['https://upload.wikimedia.org/wikipedia/commons/d/d1/100_rs_note_obverse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/100_rs_note_reverse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/10_Rupees_banknotes_of_India.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/1_Indian_rupee_%281905%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/1_Indian_rupee_%281918%29.jpg']"
Epithelium,"Epithelium or epithelial tissue is one of the four basic types of animal tissue, along with connective tissue, muscle tissue and nervous tissue.","['https://upload.wikimedia.org/wikipedia/commons/3/37/405_Modes_of_Secretion_by_Glands_updated.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/406_Types_of_Glands.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/423_Table_04_02_Summary_of_Epithelial_Tissue_CellsN.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Cheekcells_stained.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Chlamydia_pneumoniae.jpg']"
Zero,Not found on Wikipedia,['Image not found']
Artery,"An artery (plural arteries) (from Greek  ἀρτηρία (artēríā) 'windpipe, artery') is a blood vessel in humans and most animals that takes blood away from the heart to one or more parts of the body (tissues, lungs, brain etc.).","['https://upload.wikimedia.org/wikipedia/commons/1/10/Arterial_System_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Artery.png', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Artery.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Atherosclerosis_diagram.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Blausen_0055_ArteryWallStructure.png']"
Thermal process,Not found on Wikipedia,['Image not found']
Pure substance,Not found on Wikipedia,['Image not found']
Pressure of air,Not found on Wikipedia,['Image not found']
DNA,Deoxyribonucleic acid ( (listen); DNA) is a polymer composed of two polynucleotide chains that coil around each other to form a double helix.,"['https://upload.wikimedia.org/wikipedia/commons/3/3a/5-Methylcytosine.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Base_pair_AT.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Base_pair_GC.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Benzopyrene_DNA_adduct_1JDG.png', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Branch-DNA-multiple.svg']"
Cause of motion,Not found on Wikipedia,['Image not found']
Acetic acid,"Acetic acid , systematically named ethanoic acid , is an acidic, colourless liquid and organic compound with the chemical formula CH3COOH (also written as CH3CO2H, C2H4O2, or HC2H3O2).","['https://upload.wikimedia.org/wikipedia/commons/0/08/Acetic-acid-2D-skeletal.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Acetic-acid-CRC-GED-3D-balls-B.png', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Acetic-acid-CRC-GED-3D-vdW-B.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/AceticAcid010.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/AceticAcid012.jpg']"
Thermal,"A thermal column (or thermal) is a rising mass of buoyant air, a convective current in the atmosphere, that transfers heat energy vertically.","['https://upload.wikimedia.org/wikipedia/commons/1/1b/Bubble_or_vortex_ring_thermal_model.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Column_or_plume_thermal_model.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Thermal_column.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Thermal_cross_section_with_stronger_lift_in_darker_shades_of_green_while_red_is_sink.jpg']"
Pest control,"Pest control is the regulation or management of a species defined as a pest; any animal, plant or fungus that impacts adversely on human activities or environment.","['https://upload.wikimedia.org/wikipedia/commons/1/19/130312_Tesarik_krovovy_Hylotrupes_bajulus_%287%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Aedes_aegypti_biting_human.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Bronze_Saite_era_art_of_an_Egyptian_cat_in_the_Gulbenkian_Museum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Choristoneura_fumiferana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Cotesia9061.8.15.07.c.jpg']"
Animal,"Animals are multicellular, eukaryotic organisms in the biological kingdom Animalia.","['https://upload.wikimedia.org/wikipedia/commons/6/64/20090730_020239_Rotifer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/20191203_Anomalocaris_canadensis.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/A_colourful_Sponge_on_the_Fathom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Alexander_Coosemans_-_Still_Life_with_Lobster_and_Oysters.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Amphiporus_angulatus.png']"
Dirt,"Dirt  is an unclean matter, especially when in contact with a person's clothes, skin, or possessions.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Dirty_Dick%27s_-_geograph.org.uk_-_821364.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/King%27s_Cross%2C_London%3B_the_Great_Dust-Heap%2C_next_to_Battle_Br_Wellcome_V0013642.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']"
Axle,An axle or axletree is a central shaft for a rotating wheel or gear.,"['https://upload.wikimedia.org/wikipedia/commons/c/c7/0_Series_Shinkansen_Wheel-06.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/2008-04-23_Axle_splines.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Denney_Axle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Chemist,A chemist (from Greek chēm(ía) alchemy; replacing chymist from Medieval Latin alchemist) is a scientist trained in the study of chemistry.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/David_-_Portrait_of_Monsieur_Lavoisier_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Gnome-applications-science.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Julie_Perkins_at_LLNL.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Kolo_Naukowe_Flogiston.jpg']"
Minute metre,Not found on Wikipedia,['Image not found']
Thomson model,Not found on Wikipedia,['Image not found']
Matka,Matka may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Bowling speed,Not found on Wikipedia,['Image not found']
Natural script,Not found on Wikipedia,['Image not found']
Point of incidence,Not found on Wikipedia,['Image not found']
Daughter cell,Not found on Wikipedia,['Image not found']
Weapon,"A weapon, arm or armament is any implement or device that can be used to deter, threaten, inflict physical damage, harm, or kill.","['https://upload.wikimedia.org/wikipedia/commons/f/f7/Ballista-quadrirotis.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Dangerous_weapons_seized_from_holiday_flights_at_Manchester_Airport.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/N%C3%A9olithique_0001.jpg']"
M2,"M2, M-2, M.2 or M02 may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Sand,Sand is a granular material composed of finely divided mineral particles.,"['https://upload.wikimedia.org/wikipedia/commons/6/6e/00065_sand_collage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Accreting_coast_Image6.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Cone_penetration_test.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/CoralPinkSandDunesSand.JPG']"
Hydroxy group,"In chemistry, a hydroxy or hydroxyl group is a functional group with the chemical formula −OH and composed of one oxygen atom covalently bonded to one hydrogen atom.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Hydroxyl3D.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Sulfuric-acid-2D-dimensions.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Farmed fish,Not found on Wikipedia,['Image not found']
Jersey cattle,"The Jersey is a British breed of small dairy cattle from Jersey, in the British Channel Islands.","['https://upload.wikimedia.org/wikipedia/commons/5/55/Bou%C3%ABts_d%27J%C3%A8rri_%C3%8Agypte_5_J%C3%A8rri_Mai_2009.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Jersey_cattle_judging-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Jersey_cow_sculpture_by_John_McKenna%2C_St_Helier.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Jersey_cows_near_Brighstone%2C_Isle_of_Wight%2C_England.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Vaques_d%C3%A9_J%C3%A8rri_Octobre_2013_10.jpg']"
Sodium phosphate,Not found on Wikipedia,['Image not found']
Lobia,Not found on Wikipedia,['Image not found']
Three methods of expressing concentration,Not found on Wikipedia,['Image not found']
Tea cup,Not found on Wikipedia,['Image not found']
4.4.4,Not found on Wikipedia,['Image not found']
Light,Light or visible light is electromagnetic radiation that can be perceived by the human eye.,"['https://upload.wikimedia.org/wikipedia/commons/a/a4/Christiaan_Huygens-painting.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Colorful_artificial_lighting_at_night.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/EM_spectrum.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Linear_visible_spectrum.svg']"
Field,Field may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Conversion of energy,Not found on Wikipedia,['Image not found']
Santiago Ramony Cajal,Not found on Wikipedia,['Image not found']
Isotopes of bromine,"Bromine (35Br) has two stable isotopes, 79Br and 81Br, and 32 known radioisotopes, the most stable of which is 77Br, with a half-life of 57.036 hours.","['https://upload.wikimedia.org/wikipedia/commons/f/fe/Asterisks_2_%28vertical%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Asterisks_one.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Spice,"A spice is a seed, fruit, root, bark, or other plant substance primarily used for flavoring or coloring food.","['https://upload.wikimedia.org/wikipedia/commons/8/82/Common_Indian_spices.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Gato_negro.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Chemical formula,"In chemistry, a chemical formula is a way of  presenting information about the chemical proportions of atoms that constitute a particular chemical compound or molecule, using chemical element symbols, numbers, and sometimes also other symbols, such as parentheses, dashes, brackets, commas and plus (+) and minus (−) signs.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/CC_BY-SA_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Disc_Plain_blue_dark.svg']"
Gun,A gun is a device designed to throw a projectile using pressure or explosive force.,"['https://upload.wikimedia.org/wikipedia/commons/b/b2/105mm_tank_gun_Rifling.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Breech_loading_arquebus_with_bayonet_1606.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Gatling_gun_1865.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/HandBombardWesternEurope1380.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Henry_Winchester_Musket.JPG']"
Breathing,"Breathing (or ventilation) is the process of moving air into and from the lungs to facilitate gas exchange with the internal environment, mostly to flush out carbon dioxide and bring in oxygen.","['https://upload.wikimedia.org/wikipedia/commons/9/9d/Altitude_and_air_pressure_%26_Everest.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Austrian_Future_Cup_2018-11-24_Group_3_Rotation_3_Parallel_bars_%28Martin_Rulsch%29_056.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Bak%C3%B3_%C3%81rp%C3%A1d_-_Milagro_%28Santana_Tribute%29_egy%C3%BCttes%2C_Miskolc%2C_2015.02.07_%288%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Breathing_Resistance.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Breathing_abnormalities.svg']"
Atomic structure,Not found on Wikipedia,['Image not found']
Fish farming,"Fish farming or pisciculture involves commercial breeding of fish, most often for food, in fish tanks or artificial enclosures such as fish ponds.","['https://upload.wikimedia.org/wikipedia/commons/d/d4/2019-03-16_01_Aquaculture_in_Chile.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Abstreifen.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Antennarius_striatus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Aufzuchtbecken.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Fuel,A fuel is any material that can be made to react with other substances so that it releases energy as thermal energy or to be used for work.,"['https://upload.wikimedia.org/wikipedia/commons/9/9c/Benzinepomp002.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Buying_fuelwood.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/CANDU_fuel_bundles.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Coal_anthracite.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
α-particle scattering experiment,Not found on Wikipedia,['Image not found']
Atmospheric pressure,"Atmospheric pressure, also known as barometric pressure (after the barometer),    is the pressure within the atmosphere of Earth.","['https://upload.wikimedia.org/wikipedia/commons/c/c6/Aircraft_altimeter.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Atmospheric_Pressure_vs._Altitude.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Day5pressureforecast.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Helmet_logo_for_Underwater_Diving_portal.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Kochendes_wasser02.jpg']"
Prokaryotic cell,Not found on Wikipedia,['Image not found']
Radius,"In classical geometry, a radius (PL: radii) of a circle or sphere is any of the line segments from its center to its perimeter, and in more modern usage, it is also their length.","['https://upload.wikimedia.org/wikipedia/commons/0/03/Circle-withsegments.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Regular_polygon_radius_square.png']"
